id;learn_descr;other_descr;cat_1;code_id_1;code_1;code_id_2;code_2;weitere Kategorien / nochmal prüfen;category_1;remark;
45597;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45598;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45599;gestattungsverfahren;;;;;;;;;;
45602;;Klasse zu groß ;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45605;prüfungsbestimmungen;;;;;;;;;;
45611;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45612;rolle und team;;;;;;;;;;
45613;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45616;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45619;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45620;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45621;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45622;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45625;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45626;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45633;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45634;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45635;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45638;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45639;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45640;nicht eher wiederkommen, wenn die vertretung schon organisiert war 😅;;;;;;;;;;
45641;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45644;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45645;;Soll auf Anweisung Erziehungsmaßnahme Handyaufbewahrung durchdrücken, widerstrebt meiner Einstellung, ist nervig und anstrengend ;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45649;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45652;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45653;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45655;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45662;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45670;eigene offenheit bewirkt auch offenheit bei sus ;;;;;;;;;;
45671;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45683;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45684;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45685;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45686;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45687;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45688;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45689;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45691;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45692;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45695;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45706;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45708;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45711;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45714;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45715;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45716;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45719;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45720;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45721;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45722;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45723;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45725;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45730;umgang lernfeldunterricht;;;1b9;Other Job-specific Attitudes;;;x;Other Job-specific Attitudes;;
45761;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45762;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45763;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45764;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45765;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45766;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45771;wissen zu unternehmen und ihren ausbildungskonzepten;Sehr zeitintensiv ;;1a1;Content Knowledge and Skills;;;;Content Knowledge and Skills;;
45772;einzelgespräche und kurzes feedback zur mündlichen entwicklung bringt mehr motivation ;Stress: Schüler darauf aufmerksam machen, dass Handynutzung untersagt ist;;;;;;;;;
45773;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45795;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45796;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45797;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45798;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45800;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45805;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45806;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45807;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45808;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45809;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45810;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45811;organisation einer eigenen klasse;;;;;;;;;;
45818;organisation einer studienfahrt;;;;;;;;;;
45820;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45823;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45834;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45835;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45836;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45837;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45838;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45839;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45840;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45850;austausch über einen versuch im unterricht ;;;;;;;;;;
45853;austausch mit schülern, persönliche erfahrungen zu einem thema ;;;;;;;;;;
45859;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45863;grundkenntnisse für neue leitungsaufgaben;;;;;;;;;;
45865;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45866;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45867;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45870;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45871;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45876;einarbeitung in neues fach (gk), neues thema (nahrung);;;;;;;;;;
45877;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45878;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45879;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45885;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45888;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45889;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45901;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45917;lehrkräfte wollen gehört und gefragt werden. in manchen situationen noch mehr gesprächsangebote machen (manche brauchen das).;;;;;;;;;;
45936;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45937;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45938;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45939;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45941;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45955;herstellung von präparaten mit sus muss kleinschrittiger erfolgen;;;;;;;;;;
45960;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45961;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45962;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45964;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45965;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45966;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45967;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45968;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45969;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45970;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45971;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45972;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45976;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45991;einsatz einer neuen app;;;;;;;;;;
45992;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
45993;manche kollegen arbeiten sehr ressourcenschonend;;;;;;;;;;
46001;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46002;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46005;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46007;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46008;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46009;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46015;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46016;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46017;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46024;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46026;maschinen für konditoren;Kopfschmerzen ;;;;;;;;;
46036;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46037;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46038;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46048;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46059;neue schüler-gruppe;;;;;;;;;;
46060;ohnmacht im komplexen system;Sehr unangenehm, um seine Arbeitsrahmenbedingungen kämpfen zu sollen und dabei nur sehr begrenzten Einfluss zu haben.;;;;;;;;;
46063;es gibt immer noch möglichkeiten. ;Die teilweise Ohnmacht bleibt unangenehm. ;;;;;;;;;
46064;unterrichtsplanung eröffnet immer neue sichten - auf die suss und die inhalte.;Hintergrund-Thema bleibt bewusst und unangenehm. ;;;;;;;;;
46065;rechtliche informationen und mögliche schritte zur absicherunger meine arbeitnehmer-rechte.;"unangenehm und auch etwas würdelos: so etwas von ""um Arbeit betteln""";;;;;;;;;
46068;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46088;solidarität und unterstützung in schwieriger situation;;;;;;;;;;
46089;verschiedene verständnis-möglichkeiten;;;;;;;;;;
46095;kollegin ist sehr kollegial.;Absprachen wegen bei fehlenden Deputatsstunde.;;;;;;;;;
46098;wie andere es machen;;;;;;;;;;
46103;die schulleitung hat schon auch noch einfluss-möglichkeiten und setzt sich für mich ein.;Viel innere Anspa nun und unangenehme Ohnmachtserfahrungen mit - am Schluss - wohl verträglichem Ausgang.;;;;;;;;;
46108;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46109;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46110;einzelgespräche bringen schüler zum nachdenken über ihr verhalten ;Laute und nicht arbeitende Klassen stören den Unterrichtsablauf und stressen einen ;;;;;;;;;
46118;strategien von lernberatungsgesprächen eingeübt;;;;;;;;;;
46119;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46120;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46127;neue schülergruppe;;;;;;;;;;
46137;;Abschied von einer sehr erfahrenen  Schulsozialarbeiterin.;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46139;neue schüler-u. schülerinnen-gruppe;;;;;;;;;;
46163;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46164;neue unterrichtsinhalte in der kaufmännischen berufsbildung;;;1A1;Content Knowledge and Skills;;;;Content Knowledge and Skills;;
46165;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46176;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46181;in der ruhe liegt die kraft ;;;;;;;;;;
46193;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46194;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46195;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46196;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46197;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46198;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46199;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46200;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46201;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46203;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46204;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46205;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46206;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46207;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46211;software/support, fehlerbehebung untis-stundenplanung;Unfähigkeit des Stellvertretenden Schulleiters;;1a3;Technological Knowledge and Skills;;;;Technological Knowledge and Skills;;
46212;konfiguration untis;Unfähigkeit des Stellvertretenden Schulleiters;;;;;;;;;
46214;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46218;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46220;manche anregungen zur reflexion und unterrichtsentwicklung, die ich mir auf den stapel gelegt hatte, fand ich beim aufräumen der reste des letzten schuljahres wieder: z. b. visuelle reflexion mit wetter-bildern, ...;Das letzte Schuljahr empfand ich als ungewöhnlich anstrengend und erschöpfend. Tatsächlich wurde ich auch krank. So hatte ich noch unafgeräumte Reste, die ich heute weggeräumt habe.;;4B;No Learning Outcome mentioned;;;x;No Learning Outcome mentioned;;
46223;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46224;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46225;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46226;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46227;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46228;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46229;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46230;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46234;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46235;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46236;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46237;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46238;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46239;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46240;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46241;austausch mit fachkolleginnen anderer schulen;;;;;;;;;;
46242;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46257;konfiguration untis, administration;Unfähigkeit des stellvertretenden Schulleiters;;;;;;;;;
46259;einstellungen/konfiguration untis, administration ;Unfähigkeit des stellvertretenden Schulleiters;;;;;;;;;
46260;umsetzung der konfiguration untis, behebung der fehler, wiederinbetriebnahme untis;Unfähigkeit des stellvertretenden Schulleiters;;;;;;;;;
46275;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46292;schüler im sportunterricht bei einer vertretung ohne namen anzusprechen , stört  den ablauf und die disziplin der schüler. ;Ich habe keine Namesliste mit Bildern von der Klasse bekommen. Das ist normalerweise bei uns Standard. ;;;;;;;;;
46301;arbeitsblätter erstellt, in bezug auf die klassenarbeit und deren häufig auftretenden fehler. ;Die Ausarbeitung wäre gestern Abend besser gewesen, aber ich war einfach zu müde und kaputt .;;;;;;;;;
46309;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46311;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46314;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46324;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46332;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46343;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46344;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46355;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46356;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46358;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46361;prüfungsordnung bk;;;;;;;;;;
46367;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46370;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46372;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46386;fortbildung planen ist anstrengend ;kurzfristig veränderte Vorgaben ;;;;;;;;;
46392;neues thema erarbeitet ;;;1a1;Content Knowledge and Skills;;;;Content Knowledge and Skills;;
46393;;Umstellungen und technische Probleme im IT-Bereich erschweren derzeit die Kommunikation mit Schülern und Kollegen;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46398;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46403;korrektur von technischen zeichnungen;;;4b;No Learning Outcome mentioned;;;;No Learning Outcome mentioned;;
46413;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46414;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46422;deutsch für ausländer (anfänger), vorzubereiten, ist extrem arbeitsintensiv;;;;;;;;;;
46447;die vorbereitung neuer themen ist sehr zeitaufwendig.;Es scheint, als habe man nie genug Zeit, um wirklich in Ruhe tätig zu sein.;;3B;Perception of work characteristics;;;;Perception of work characteristics;;
46448;das stressigste sind überlastete kollegen, deren unmut sich dann auf andere überträgt. ein teil ist ernstzunehmende problematik, ein anderer  ist die zumutung für das umfeld aufgrund mangelnder selbstreflexion.;;;;;;;;;;
46452;ich habe mit einer kollegin über eine gemeinsame schülerin, die eine vollverschleierung trägt, gesprochen. es ist wohl unklar, ob ein gesetz die vollverschleierung in der berufsschule verbietet.;Ich mache mir große Sorgen um die Schülerin, die in der Schule ungute Szenen erleben musste.;;;;;;;;;
46462;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46464;ich habe mich über die modernen methoden des fiebermessens informiert.;;;;;;;;;;
46468;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46469;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46477;nicht immer sofort reagieren ;Jahresplanung wird durcheinander geworfen, SuS wollen KA verschieben, keine Informationen von Kollegen dazu;;;;;;;;;
46478;;Arbeit am Feiertag, neuer Lehrplan/Prüfungsformat schwer umsetzbar, da Informationen fehlen ;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46486;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46487;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46497;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46501;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46502;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46503;viel zu viel ;Vorgaben nicht umsetzbar ;;;;;;;;;
46510;;Übliche Probleme mit Anpassung alter Arbeitsblätter an neuen Bildungsplan, unklaren Urheberrechten, daher eigene Erstellung von Abbildungen;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46511;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46513;;anspruchsvoller Stoff ;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46555;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46556;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46560;neuekonzeption projekt ;;;;;;;;;;
46562;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46563;;Technik hat nicht vollständig funktioniert;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46564;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46565;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46566;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46569;gute liste zum abhaken führen;viele Kleinigkeiten, an die ich denken.musste;;;;;;;;;
46570;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46572;manche sachen einfach laufen lassen und es wird sich eine lösung finden.;fast unmögliche Terminfindung für eine Sitzung ;;;;;;;;;
46573;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46574;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46575;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46578;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46582;ich habe zu viel zu tun, das führt zu innerlichem stress. ;Immerhin kann ich auf die Erfahrungen der vergangenen Jahre zurückgreifen.;;;;;;;;;
46596;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46597;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46598;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46599;infos;;;;;;;;;;
46601;ertragen und tolerieren;andere Erwartungshaltung trotz Vorwissen;;;;;;;;;
46602;;kein passendes Material gefunden ;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46611;tagesordnung zu umfangreich, schlecht strukturiert und zu sehr auf mich zentriert.;;;;;;;;;;
46615;;Elternabend RS9 Berufsorientierung;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46618;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46623;;Neue Lerninhalte unterrichtet, Unsicherheit;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46627;konzeptentwicklung ;;;;;;;;;;
46628;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46629;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46630;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46631;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46632;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46636;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46637;heterogenität macht sehr viel arbeit ;Heterogenität macht sehr viel Arbeit ;;;;;;;;;
46638;wenn ich mich in diesem beruf nicht selbst um mich kümmere, tut es keiner. wertvolle lektion! ;21 zusätzliche U-Std. in vier Wochen. Alles unbezahlt ohne Anrechnung. Normal, bin ja Beamter. ;;;;;;;;;
46639;vermögensverteilung in deutschland. nächste schlechte nachricht. ;;;;;;;;;;
46641;resilienz;;;2a1;General Socio-emotional Knowledge and Skills;;;;General Socio-emotional Knowledge and Skills;;
46645;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46649;;Die erstellten Arbeitsblätter wurden in einem unleserlichen Format versendet;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46650;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46652;;Angenehmes unterrichten, da der Unterricht in einer Kleingruppe statt fand und individuell auf die SuS eingegangen werden konnte;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46653;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46654;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46655;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46660;mehr abwechselnde methoden, differenzierungsaufgaben ;müde, zurückhaltende Klasse, ein SuS stellt Autorität in Frage;;;;;;;;;
46664;vorgehen bei nachteilsausgleich ;Lob der Abteilungsleitung ;;;;;;;;;
46667;methoden abwechseln, mehr kooperatives lernen;Technik im Ausnahmezustand, SuS Rückmeldung nicht einschätzbar;;;;;;;;;
46676;während der gesamtlehrerkonferenz lernt man immer etwas dazu (z.b. neue regeln, neuen vorgehensweisen, abläufe usw.).;Stress hat mir bereitet, dass ich noch viel Unterricht vorbereiten muss. Die Konferenzen ziehen sich in die Länge. Manchmal ist der Wissenszuwachs relativ gering. Ich würde das schneller lesen. Diskussionen sind natürlich nicht durch Lesen zu ersetzen.;;;;;;;;;
46680;ich habe mich in ein neues thema eads dem neuen lehrplan eingearbeitet.;;;;;;;;;;
46683;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46684;fachunterricht in migrantenklassen gestalten;;;;;;;;;;
46686;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46700;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46701;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46703;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46705;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46707;organisation bücherverwaltung;;;;;;;;;;
46708;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46712;neues fachfremdes gebiet (gemeinschaftskunde 3. jahr);Einarbeitung in ein neues fachfremdes Gebiet sehr aufwendig;;;;;;;;;
46715;nachmittagsunterricht: schüler motivieren ;Nachmittagsunterricht ist immer stressig;;;;;;;;;
46717;bve hatte ich noch nie. schüler mit behinderung, ;Ich habe noch nie BVE unterrichtet. Da die SchülerInnen kognitive Einschränkungen haben, ist die Vorbereitung sehr aufwendig. ;;;;;;;;;
46718;im bve geht alles langsamer voran. ich habe zu viel vorbereitet und zum teil zu schwierig.;Mit Stress hilft, dass wir im Tandem unterrichten;;;;;;;;;
46721;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46734;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46735;neuen stoff ;Vorbereitung dauert zu lange und Durchführung auch;;1a1;Content Knowledge and Skills;;;;Content Knowledge and Skills;;
46737;projektorganisation im team;;;;;;;;;;
46747;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46749;;Prüfungsaufgaben Abitur 2024 erstellen;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46752;reduktion von unterrichtsinhalten auf wesentliche aspekte ohne den lerneffekt bei den schülern zu verringern;Vorbereitung für den Unterricht heute morgen war nicht so machbar, wie geplant, da Interaktion mit Kollegen länger gedauert hat;;1A2;Pedagogical Knowledge and Skills;;;x;Pedagogical Knowledge and Skills;;
46759;neuere ansätze hörverständnis;;;;;;;;;;
46760;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46778;;Praxisunterricht ist selten mit dem Pausengong beendet. Überziehen verkürzt die eigene Pause;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46793;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46794;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46796;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46804;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46806;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46818;;eher belastend als stressig, ;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46821;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46823;trotz aller technischen ausstattung dokumente auch noch mal in ausgedruckter form dabeihaben;Technische Probleme ließen keinen Zugriff auf Dokumente auf unserer Lernplattform zu;;;;;;;;;
46826;;Unklarheiten im Stoff  - verschiedene Bücher widersprechen sich ;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46830;wiederauffrischung von kenntnissen in der tabletnutzung, anregungen für interaktiven unterricht;Unruhige, laute Gruppe, heterogen, so dass Vieles erklärt werden musste, was mir schon bekannt war;;1A3;Technological Knowledge and Skills;;;;Technological Knowledge and Skills;;
46840;spannende neue aufgaben für sus;;;;;;;;;;
46845;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
46854;;Technik-Ausfall im Klassenzimmers ;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
